GROUP 1,GROUP 2
GROUP 1,GROUP 2
"hash: ""0x75e4941b84191bb72c507f493efc4897c7c2bc912da43759c69c0f3478dba3f2"" from: ""0x873239369bd2a85f4478b1068c55bad53f2d371d"" to: ""0x94a69f4824d054b0a848934bdb69f456d9c17929"" tokenSymbol: ""AVAX"" value: ""0.02""","hash: ""0x18cceee3063b180e47a6e413be18847ec5a2593ce289a6fe8f683ccdd67d7de0"" from: ""0x80026fd66d0cd4ae23fdaab33926e5e94ecbc240"" to: ""0x9556664e6df3826eeea46f1741f75279b7ef8423"" tokenSymbol: ""AVAX"" value: ""1.5"""
"hash: ""0x3a6e7de5351abbe166736c102f794c945312b2871cb95cbedbdde97c89460e14"" from: ""0x873239369bd2a85f4478b1068c55bad53f2d371d"" to: ""0x86dc2855c5a49b1e2f0ef159d082fb2d61acf806"" tokenSymbol: ""AVAX"" value: ""0.02""","hash: ""0x0d055be5acd5ba058ddd970374d0590b0d2dcabba7a30aa09455950bf9dca5e3"" from: ""0x9dbcc76199de962d35e3db9b133563f28178227f"" to: ""0x80026fd66d0cd4ae23fdaab33926e5e94ecbc240"" tokenSymbol: ""AVAX"" value: ""2.0"""
"hash: ""0x9e4e0051377802e9ce45bbd89b0a2450073ba7cfafcf1ec35f5f08879b3f1095"" from: ""0x873239369bd2a85f4478b1068c55bad53f2d371d"" to: ""0x7e17ae9810d037750ee33922bb1de2cb30e427b9"" tokenSymbol: ""AVAX"" value: ""0.02""","hash: ""0xd82e13b5c16fc3739dfec1939b9288c9389d7687c12690be85f2ad56339d529c"" from: ""0x9dbcc76199de962d35e3db9b133563f28178227f"" to: ""0x80026fd66d0cd4ae23fdaab33926e5e94ecbc240"" tokenSymbol: ""AVAX"" value: ""1.5"""
"hash: ""0xd6ce1d257b5a483c134bcdb77899a9d8358b9a9426d3504a9ef16d0a7a990364"" from: ""0x873239369bd2a85f4478b1068c55bad53f2d371d"" to: ""0x983bd09815948d887b84f982b0cb269383c93cae"" tokenSymbol: ""AVAX"" value: ""0.02""","hash: ""0x73c757fe697915cc0953a0696afd69dd5288e1c7fc662a9844db474f5fae02af"" from: ""0x9dbcc76199de962d35e3db9b133563f28178227f"" to: ""0x80026fd66d0cd4ae23fdaab33926e5e94ecbc240"" tokenSymbol: ""AVAX"" value: ""1.0"""
"hash: ""0x06736b4401eccf2621251e3e7f4927700ba0396b7929a2fd2957ec087db6d559"" from: ""0x873239369bd2a85f4478b1068c55bad53f2d371d"" to: ""0x94a69f4824d054b0a848934bdb69f456d9c17929"" tokenSymbol: ""AVAX"" value: ""0.01""","hash: ""0x04ffc6b50f8da9c1b068b6f55183edfba3493367c990e2563064471968df49fc"" from: ""0x9dbcc76199de962d35e3db9b133563f28178227f"" to: ""0x80026fd66d0cd4ae23fdaab33926e5e94ecbc240"" tokenSymbol: ""AVAX"" value: ""0.3"""
"hash: ""0x7956b12f7b530d3cc1bbe4a8588ee460d214ecd3f9150ee40add296c496fc039"" from: ""0x873239369bd2a85f4478b1068c55bad53f2d371d"" to: ""0x86dc2855c5a49b1e2f0ef159d082fb2d61acf806"" tokenSymbol: ""AVAX"" value: ""0.02""","hash: ""0x84216189b7f8a27ad50755de8f5b0b9058f3e7b362a8d01145e31f0027801f4d"" from: ""0x80026fd66d0cd4ae23fdaab33926e5e94ecbc240"" to: ""0x9dbcc76199de962d35e3db9b133563f28178227f"" tokenSymbol: ""AVAX"" value: ""2.5"""
"hash: ""0x1d3137b2464864e6afaa3d4ab030953ffc1c507021d772c86dc0c610116f67a3"" from: ""0x873239369bd2a85f4478b1068c55bad53f2d371d"" to: ""0x7e17ae9810d037750ee33922bb1de2cb30e427b9"" tokenSymbol: ""AVAX"" value: ""0.01""","hash: ""0x17ee58859b7230c89c5c07ebb8f1837dc89939250bd310e12c1e77c8393c32c5"" from: ""0x80026fd66d0cd4ae23fdaab33926e5e94ecbc240"" to: ""0xa0a146c6639382c727ff7a75b49b2d9ce924163a"" tokenSymbol: ""AVAX"" value: ""1.0"""
"hash: ""0x5adac18958f4bfdda661a7ece7efbbd8b3861c6f6b12a358f5b89650c2126632"" from: ""0x873239369bd2a85f4478b1068c55bad53f2d371d"" to: ""0x983bd09815948d887b84f982b0cb269383c93cae"" tokenSymbol: ""AVAX"" value: ""0.01""","hash: ""0x54dc5544047ae6a7c4122f720711d234a0feb4a1d3f16cb1cbd847791f8da32c"" from: ""0x80026fd66d0cd4ae23fdaab33926e5e94ecbc240"" to: ""0xa10fd1626bd9b37dffaa82b3543de85b8df2f494"" tokenSymbol: ""AVAX"" value: ""0.5"""
"hash: ""0x9f124e82318847308034ae459be46c60692f3acf6877a603867a95cce2b765a9"" from: ""0x873239369bd2a85f4478b1068c55bad53f2d371d"" to: ""0x94a69f4824d054b0a848934bdb69f456d9c17929"" tokenSymbol: ""AVAX"" value: ""0.01""","hash: ""0xe0155fe082b6086cceffd023ae316b117a55a031fb4a78edfe2e016411943437"" from: ""0x9dbcc76199de962d35e3db9b133563f28178227f"" to: ""0xa0a146c6639382c727ff7a75b49b2d9ce924163a"" tokenSymbol: ""AVAX"" value: ""2.0"""
"hash: ""0xb13fbc613d42ab00624a1f81054499a3285549ba0113a4751d4c85c19e5ceb3f"" from: ""0x873239369bd2a85f4478b1068c55bad53f2d371d"" to: ""0x86dc2855c5a49b1e2f0ef159d082fb2d61acf806"" tokenSymbol: ""AVAX"" value: ""0.01""","hash: ""0x36e6e41cafaf8ac609736fa638c202677039c567a5a42ba395b62c552bb44b69"" from: ""0x9dbcc76199de962d35e3db9b133563f28178227f"" to: ""0xa0a146c6639382c727ff7a75b49b2d9ce924163a"" tokenSymbol: ""AVAX"" value: ""1.0"""
"hash: ""0x5c723c6d78e524b0cc7b8fce7ba70c6eff22dc62326e7e7b3bac3245725a58a4"" from: ""0x873239369bd2a85f4478b1068c55bad53f2d371d"" to: ""0x86dc2855c5a49b1e2f0ef159d082fb2d61acf806"" tokenSymbol: ""AVAX"" value: ""0.01""","hash: ""0x5e75d78cb9121ba808c700163a7cdf9c9cf504a706a6d9c26aa00de1a061f4d4"" from: ""0x9dbcc76199de962d35e3db9b133563f28178227f"" to: ""0xa10fd1626bd9b37dffaa82b3543de85b8df2f494"" tokenSymbol: ""AVAX"" value: ""2.0"""
,"hash: ""0x1ea5dd032a52f9cd31fab166fab4f32727b7f1f4cda540c29de8dd470cf721f9"" from: ""0x9dbcc76199de962d35e3db9b133563f28178227f"" to: ""0xa10fd1626bd9b37dffaa82b3543de85b8df2f494"" tokenSymbol: ""AVAX"" value: ""1.0"""
