GROUP 1
GROUP 1
0x657927a7956af4aba0b7407c5af964360c592e46 <-> 0x5a5b0b1b8356fe2b32b24e3d7951960a72b9224f <-> 0x970e24aa00befcdf0ad09178312ff450016caf66 <-> 0x5da12c13488d373cbab53bd3613f334868d05d7d <-> 0x7bf97810d8cfac70d9b80d35b8e0aba85a003ac0 <-> 0x750c7675ed3245e29f75bbafb442eddac1b3ce90 <-> 0x9f1eb0d332bf02bb5f1178bf7daff2ca3025c354 <-> 0x572cf8182f765d4df265ad285d0da63c4f4f03e5 <-> 0x6c0e771c9cfbbd3fb7436306bdefe5ba348fb3f1 <-> 0x64d2ff3319b21c5b128de7203ee92eb95592280b <-> 0x7718db3286cd2b254b84a39310a1bc91c4bc03c4 <-> 0x94d701dceef07807ba86578404f9b73863fb0472 <-> 0x9edf548067391974986b76278da89ef028eb6721 <-> 0x7b48ec5459d78362aeb2a71ad48b1dd3ddb87c8a <-> 0x73e7d67dcfe473db29f19ff6dc34858ea5d3a8d2 <-> 0xa4d538dbbe0de5db49b7e339f62a54af0473f16b <-> 0x67f1295b56699862c4444ed4e7d68040297394ab <-> 0x597c818c0a0c97894cac517762c697b38229af77 <-> 0x7cfd86fab2dd3ef58dda08856da8a154615cb8c1 <-> 0x6d873829c6adcb7617d78a9d8626af005751b88c <-> 0x8fb2a2122b72c101f1086c9e0ac2d7bac98b4e1d <-> 0x99f37ca5dd15e5da17a122988fda54ab2a767cb0 <-> 0x7be5549740bad29e58410683fb222a8331b71cfb <-> 0x8712f5b6f04ee8515f970182549ace87e1be7c25 <-> 0x818182bb833556961a22d463d427db595c81e046 <-> 0x66419605e28803b0b7c3400d536db5853f7bd15b <-> 0x5e766f8391b4c6a19c65ef9f55ebbd9d68b8057a <-> 0x922008a118feff7fb017ee67eb3b02371e559999 <-> 0x9fd0e22a9fa3cfb77b46c47b0b5bf7fb2bd8d8a5
"hash: ""0x17cb66c27399aa9279b9ac0e0941796e0ddbd1de9232b2ac9f5a8a679f29a2df"" from: ""0x7718db3286cd2b254b84a39310a1bc91c4bc03c4"" to: ""0x970e24aa00befcdf0ad09178312ff450016caf66"" tokenSymbol: ""GLMR"" value: ""1.9116902"""
"hash: ""0x43febd90054eeb0bf5f14a87e202416ee4ec54e34b987181982ef88d3a4f69d5"" from: ""0x64d2ff3319b21c5b128de7203ee92eb95592280b"" to: ""0x970e24aa00befcdf0ad09178312ff450016caf66"" tokenSymbol: ""GLMR"" value: ""1.9082624"""
"hash: ""0x4f969aeadaa9cd9ab01745c5eee4dd903228fffa482aeb62cc7f290892756e04"" from: ""0x66419605e28803b0b7c3400d536db5853f7bd15b"" to: ""0x7cfd86fab2dd3ef58dda08856da8a154615cb8c1"" tokenSymbol: ""GLMR"" value: ""1.0"""
"hash: ""0xeda70aa753b20c39c07d823e41a9153a322c93dc84c7bfed51b59a9fe0c33f38"" from: ""0x66419605e28803b0b7c3400d536db5853f7bd15b"" to: ""0x970e24aa00befcdf0ad09178312ff450016caf66"" tokenSymbol: ""GLMR"" value: ""1.8785589"""
"hash: ""0x577573efbd7d7fda0290008b6fb01c7e354e6ca6202268c8332cf5eece47cd75"" from: ""0x7bf97810d8cfac70d9b80d35b8e0aba85a003ac0"" to: ""0x970e24aa00befcdf0ad09178312ff450016caf66"" tokenSymbol: ""GLMR"" value: ""2.8572084"""
"hash: ""0x02dc8832af97c1c3ea027dada40abac0be83a856028212d1b4125b2023219fdf"" from: ""0x657927a7956af4aba0b7407c5af964360c592e46"" to: ""0x970e24aa00befcdf0ad09178312ff450016caf66"" tokenSymbol: ""GLMR"" value: ""1.9034693"""
"hash: ""0xaa8b5754994d5c20ae6482aba4301abc07a40bf256ec169522551b47f8c81f4b"" from: ""0x572cf8182f765d4df265ad285d0da63c4f4f03e5"" to: ""0x970e24aa00befcdf0ad09178312ff450016caf66"" tokenSymbol: ""GLMR"" value: ""1.9039518"""
"hash: ""0x1eaba872f8605c60e9caf0dc0aa24d3a562d11830c946abe8b8ddf283c98d615"" from: ""0x818182bb833556961a22d463d427db595c81e046"" to: ""0x970e24aa00befcdf0ad09178312ff450016caf66"" tokenSymbol: ""GLMR"" value: ""1.908412"""
"hash: ""0x68b05880f31f9131cd1f7428812f4259679ad25834d02a3170863cdde55f0027"" from: ""0x9edf548067391974986b76278da89ef028eb6721"" to: ""0x970e24aa00befcdf0ad09178312ff450016caf66"" tokenSymbol: ""GLMR"" value: ""1.9558294"""
"hash: ""0x3f5b0cbf2e63701ca6ab165152a71aeafed97cc319d042c7f51965a4e9cf90ce"" from: ""0x9fd0e22a9fa3cfb77b46c47b0b5bf7fb2bd8d8a5"" to: ""0x970e24aa00befcdf0ad09178312ff450016caf66"" tokenSymbol: ""GLMR"" value: ""1.8752986"""
