GROUP 1
GROUP 1
0xcb36ef30f1184be7e3243d8507a45240539c7e49 <-> 0xda92ae29d473aacf6e06aa07f51f9c5eb57aa59d <-> 0xf5d65ec9bf86189f814d0b9ed82f41c9131f0cbe <-> 0xc616a9fe0fa9bf90e74eaf10fe1a73512c8f6c08 <-> 0xfb795a6fbd4ce968b1b01c1b03773791f09f11d2 <-> 0xec34b536fb3ee89e4bd122a7b7df45c2ae778ca0 <-> 0xb176bbaf07249ecaa14bd4399dea3b018121db3c <-> 0xe6be874588c67df6bc9717db7e1628ccb803bd88 <-> 0xd489172699621381daa5dbf39bf8f566bf994e39 <-> 0xb51641a888474d1a3a6143a73bb3103e77f4c1ff <-> 0xf2509c0665bda78c8bc0e0d0dc33fc3a6d6fbbb6 <-> 0xe26a627b0df144c028786639778b70353841227c <-> 0xf42d5c2af43a905617d62e473f170a5b0c1dba87
"hash: ""0xcfb1b28501f87a84d41e95fe6ffe6812bed39a1183dd1e5566f7c4c594dba731"" from: ""0xf2509c0665bda78c8bc0e0d0dc33fc3a6d6fbbb6"" to: ""0xfb795a6fbd4ce968b1b01c1b03773791f09f11d2"" tokenSymbol: ""xcDOT"" value: ""3.9990971816e-08"""
"hash: ""0x7b505ea95f915fbdd8e28d997bdef1c8d769844a508bfa916d61feb21d13993f"" from: ""0xe6be874588c67df6bc9717db7e1628ccb803bd88"" to: ""0xfb795a6fbd4ce968b1b01c1b03773791f09f11d2"" tokenSymbol: ""xcDOT"" value: ""3.9990971816e-08"""
"hash: ""0x8a2df06cbd84b2425c9339ba79eb4085af675572508b083212b602dde757ec12"" from: ""0xf5d65ec9bf86189f814d0b9ed82f41c9131f0cbe"" to: ""0xfb795a6fbd4ce968b1b01c1b03773791f09f11d2"" tokenSymbol: ""xcDOT"" value: ""3.9990971816e-08"""
"hash: ""0x8fd38601406e884a71e71be688a4b10e7272191e18dabcfde8789a3e650efbac"" from: ""0xb51641a888474d1a3a6143a73bb3103e77f4c1ff"" to: ""0xfb795a6fbd4ce968b1b01c1b03773791f09f11d2"" tokenSymbol: ""xcDOT"" value: ""3.9990971816e-08"""
"hash: ""0x48f40469a3429aebdbda7e4cea916f1321e140fa435fa62834c650597fe8edcd"" from: ""0xc616a9fe0fa9bf90e74eaf10fe1a73512c8f6c08"" to: ""0xfb795a6fbd4ce968b1b01c1b03773791f09f11d2"" tokenSymbol: ""xcDOT"" value: ""3.9990971816e-08"""
"hash: ""0xaf9ae0e9eae76033261ee6daa4c034e1cae7f044bb267fd6d9bb57954f1cc33a"" from: ""0xcb36ef30f1184be7e3243d8507a45240539c7e49"" to: ""0xfb795a6fbd4ce968b1b01c1b03773791f09f11d2"" tokenSymbol: ""xcDOT"" value: ""3.9990971816e-08"""
"hash: ""0x1ad055f7789389ceabd6b316b777d938ed81f7bb4b87e6385a363c633e3db0c4"" from: ""0xf42d5c2af43a905617d62e473f170a5b0c1dba87"" to: ""0xfb795a6fbd4ce968b1b01c1b03773791f09f11d2"" tokenSymbol: ""xcDOT"" value: ""3.9990971816e-08"""
"hash: ""0x676671580a5a38e2f9a76ed5dda6aba0204b51dabb980a96dcc825f536070b74"" from: ""0xb176bbaf07249ecaa14bd4399dea3b018121db3c"" to: ""0xfb795a6fbd4ce968b1b01c1b03773791f09f11d2"" tokenSymbol: ""xcDOT"" value: ""5.9990971816e-08"""
"hash: ""0x0f8ef6efac42799ecbf8687055afb7be38d2f83f0277329f6c057e3f9a7a4202"" from: ""0xda92ae29d473aacf6e06aa07f51f9c5eb57aa59d"" to: ""0xfb795a6fbd4ce968b1b01c1b03773791f09f11d2"" tokenSymbol: ""xcDOT"" value: ""4.9990971816e-08"""
"hash: ""0x27960eee5bffd4a22e1ce08327792d18bfe1c92f44ce495e9af7c4d120806374"" from: ""0xd489172699621381daa5dbf39bf8f566bf994e39"" to: ""0xfb795a6fbd4ce968b1b01c1b03773791f09f11d2"" tokenSymbol: ""xcDOT"" value: ""6.9990971816e-08"""
"hash: ""0xc454cb6867fb0d231e4e738c0eb917f34b01c933ba79615b86c28b1043e291a6"" from: ""0xec34b536fb3ee89e4bd122a7b7df45c2ae778ca0"" to: ""0xfb795a6fbd4ce968b1b01c1b03773791f09f11d2"" tokenSymbol: ""xcDOT"" value: ""5.9990971816e-08"""
"hash: ""0x85588afde7fd6df8d923617006bc68c97ad959b223b07e4745fb3436cc09dba6"" from: ""0xe26a627b0df144c028786639778b70353841227c"" to: ""0xfb795a6fbd4ce968b1b01c1b03773791f09f11d2"" tokenSymbol: ""xcDOT"" value: ""3.9990971816e-08"""
